original_image,npz_path,csv_path,data_type,num_samples,num_leads,status,Col1_MAV,Col1_RMS,Col1_ZC,Col1_SSC,Col1_VAR,Col1_DASDV,Col1_AAC,Col1_Skew,Col1_Kurt,Col2_MAV,Col2_RMS,Col2_ZC,Col2_SSC,Col2_VAR,Col2_DASDV,Col2_AAC,Col2_Skew,Col2_Kurt,Col3_MAV,Col3_RMS,Col3_ZC,Col3_SSC,Col3_VAR,Col3_DASDV,Col3_AAC,Col3_Skew,Col3_Kurt,Col4_MAV,Col4_RMS,Col4_ZC,Col4_SSC,Col4_VAR,Col4_DASDV,Col4_AAC,Col4_Skew,Col4_Kurt,Col5_MAV,Col5_RMS,Col5_ZC,Col5_SSC,Col5_VAR,Col5_DASDV,Col5_AAC,Col5_Skew,Col5_Kurt,Col6_MAV,Col6_RMS,Col6_ZC,Col6_SSC,Col6_VAR,Col6_DASDV,Col6_AAC,Col6_Skew,Col6_Kurt,Col7_MAV,Col7_RMS,Col7_ZC,Col7_SSC,Col7_VAR,Col7_DASDV,Col7_AAC,Col7_Skew,Col7_Kurt,Col8_MAV,Col8_RMS,Col8_ZC,Col8_SSC,Col8_VAR,Col8_DASDV,Col8_AAC,Col8_Skew,Col8_Kurt,Col9_MAV,Col9_RMS,Col9_ZC,Col9_SSC,Col9_VAR,Col9_DASDV,Col9_AAC,Col9_Skew,Col9_Kurt,Col10_MAV,Col10_RMS,Col10_ZC,Col10_SSC,Col10_VAR,Col10_DASDV,Col10_AAC,Col10_Skew,Col10_Kurt,Col11_MAV,Col11_RMS,Col11_ZC,Col11_SSC,Col11_VAR,Col11_DASDV,Col11_AAC,Col11_Skew,Col11_Kurt,Col12_MAV,Col12_RMS,Col12_ZC,Col12_SSC,Col12_VAR,Col12_DASDV,Col12_AAC,Col12_Skew,Col12_Kurt,class
ECG Dataset\History of MI\PMI_(84).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(84)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(84).csv,12_leads,124,12,success,1.2999479708636847,2.0886318331489844,16,50,4.362382934443288,1.3525044520011484,0.6666666666666666,1.4589460451104856,3.340209880491158,1.3933402705515088,1.9299441891829623,11,61,3.7246845733610834,1.3167155491594886,0.5894308943089431,-1.197035694368311,1.8799353668330188,1.9816597294484912,3.270285586914266,12,42,10.69476781997919,1.86157115213777,0.8333333333333334,-1.9739538836149197,4.6761513667936585,2.73907388137357,6.14178427233217,15,45,37.7215140478668,2.7117629941765498,1.08130081300813,-3.152154222439682,15.98655613996953,1.1422996878251819,1.791752371527408,17,51,3.21037656087409,1.4932095622343058,0.5975609756097561,1.8875110377773507,5.437323766844873,1.209547346514048,1.6101791512323949,10,45,2.5926768990634756,0.8565861529340607,0.45934959349593496,-0.2869223179602105,0.9009530494152242,1.5389568158168587,2.4147427477313443,12,45,5.830982537721124,1.642610949588282,0.7967479674796748,-2.06852666078129,4.923114204532026,2.6556321540062418,5.826612554414545,17,46,33.94941385926119,2.49206056380228,1.146341463414634,-2.5463711625855376,12.951516217030132,1.226716961498439,1.754009084014507,19,56,3.0765478668054103,0.8788388496062494,0.5853658536585366,0.832754643111127,0.6717485976871949,1.0031867845993754,1.2874148184141023,18,59,1.6574369146722163,1.1608449403816843,0.5487804878048781,1.0792980982688904,1.0536023588330403,1.4548647242455768,2.27500485985919,12,46,5.175647112382932,1.4341933513671339,0.7154471544715447,-1.8061362609017442,4.188013607959268,1.964945369406869,4.500222202283702,13,41,20.251999869927168,2.032260145949088,0.8536585365853658,-1.8178418556204246,10.234829234627657,History of MI
ECG Dataset\History of MI\PMI_(85).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(85)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(85).csv,12_leads,124,12,success,0.649193548387097,1.1133998424452591,14,46,1.2396592091571281,1.0848176198295651,0.4268292682926829,2.5580791207191838,8.034670379644052,0.999089490114464,1.3730712041761612,22,70,1.8853245317377731,1.0592219878345592,0.4959349593495935,-0.41915326859789787,1.5198282273365953,1.4006243496357962,2.3038842015500527,14,56,5.3078824141519245,1.6028430026228118,0.6991869918699187,-2.116384335291398,6.519832311678071,2.2497398543184164,2.9709944484106656,14,47,8.82680801248699,1.690480280049363,1.008130081300813,-1.421010768413425,1.1024620187572163,1.686004162330905,2.307494688568785,15,55,5.324531737773153,1.107072606515743,0.540650406504065,0.4958723201479625,1.1831195261119456,0.7817377731529657,1.0094506598915387,18,71,1.0189906347554631,0.7380484043438286,0.4065040650406504,0.023391883899256418,0.2823410245619322,4.619927159209158,7.633776997574613,12,45,58.27455124869927,5.040688106336858,2.3739837398373984,-2.4592664718321693,6.7586392289651,1.1128381893860562,1.7597422817057313,20,56,3.0966928980228934,1.7674794878123476,0.7357723577235772,1.5077869339459566,6.314466851511591,1.5785639958376692,2.1103276286662638,9,49,4.453482700312174,0.5539950984491568,0.3048780487804878,0.08038325971657027,-0.03467812416736127,1.2374479708636836,1.7018756485727722,17,67,2.8963807232049947,0.8994126357967706,0.5772357723577236,-0.5096926366718026,1.5929551894305947,2.5379812695109267,3.8754190426640953,12,46,15.018872756243498,2.3887864728786727,1.1951219512195121,-1.7689394230860982,3.2143283269416383,1.0292013527575445,1.434050344380741,10,48,2.056500390218522,1.1987459572064045,0.47560975609756095,0.6528024834051345,2.4222100329224263,History of MI
ECG Dataset\History of MI\PMI_(86).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(86)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(86).csv,12_leads,124,12,success,0.8034599375650358,0.9591944433893099,12,50,0.9200539802289283,0.4641628533947377,0.2764227642276423,-1.0602120353580424,0.07706385025978868,0.9003642039542145,1.2134886198861248,15,57,1.4725546305931319,0.9173131497117799,0.43089430894308944,-0.8704842057965976,2.323487783224759,0.7339360041623311,1.1376614360978328,20,54,1.294273543184183,0.8102493844740953,0.3780487804878049,-0.7099833813506421,4.3932344514164585,1.7113683662851193,2.229145899488653,10,50,4.969091441207075,1.2862626266495685,0.6422764227642277,-0.9060401550406727,0.22505941901619764,1.3236862643080125,1.870528834781271,18,49,3.498878121748179,1.3837030556956442,0.6829268292682927,1.3494358249872183,3.1017517248191355,1.3037851196670136,1.6369726236096471,13,48,2.67967937044745,1.0260826128803102,0.5447154471544715,-1.005751379818158,0.30554916926226117,1.9547346514047879,2.502236252696378,13,52,6.261186264308013,1.51684310597045,0.8130081300813008,-0.9885791705584432,-0.04945700977583156,1.478147762747138,2.0902931785566587,11,51,4.369325572320499,1.2139098960682204,0.556910569105691,-0.5185312474366898,0.9201992855884846,1.609131113423517,2.168871363561089,16,44,4.704002991675338,1.5054102970956542,0.7845528455284553,1.0182231080028328,1.5426786758682605,1.7656087408949015,2.3959893214085595,16,53,5.74076482830385,1.8095276300467034,0.9146341463414634,1.0077212143876222,1.709864977673564,1.6206425598335057,2.1098961302730292,15,41,4.451661680541102,1.478160799640383,0.7195121951219512,-0.916988943778573,0.2823091841827967,1.234131113423517,1.8947666026896435,13,48,3.590140478668054,1.156459413029156,0.4796747967479675,-0.22287830617198426,2.3659738538086774,History of MI
ECG Dataset\History of MI\PMI_(87).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(87)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(87).csv,12_leads,124,12,success,1.2078563995837668,1.6173728392503197,14,58,2.615894901144641,1.0553772492390492,0.5609756097560976,-0.0036118893390558416,0.27021517574626674,1.1593392299687824,1.5649525497057042,11,63,2.4490764828303844,0.8601380112365595,0.37398373983739835,0.6245554006739955,0.866978816197995,1.274258584807492,1.7762954924163863,10,48,3.1552256763787723,0.8386012357016446,0.4634146341463415,-0.08874228124124564,1.4040065289932935,2.586888657648285,3.273518125154159,6,53,10.715920915712797,1.2420478762226794,0.573170731707317,0.9748280843421706,0.18364881736431649,1.2442767950052032,1.5170724587023434,10,49,2.3015088449531746,0.635980773856763,0.32113821138211385,-0.4985281948289436,0.4538138521015238,1.152869373082693,1.5654786836815051,15,45,2.4507235090611776,1.1976775117853304,0.6097560975609756,0.6040338961932795,0.848716941202531,0.9901144640998958,1.4269408711435294,9,42,2.0361602497398548,0.8823011303137073,0.3861788617886179,1.316758440316228,2.36156618574645,1.1178459937565033,1.5858620295255657,14,48,2.514958376690946,1.3748614120845142,0.5040650406504065,0.17950129052088626,2.928046619131911,1.44146722164412,1.9252079363889676,14,50,3.7064255983350676,1.3274769760531515,0.6544715447154471,-0.844880473282675,0.39851063658807195,1.3079474505723205,1.8604185007462257,7,51,3.461156997918835,0.969032708552143,0.44715447154471544,-0.5174518846552559,1.3579837125834704,0.994992195629553,1.6056034407502406,10,46,2.577962408949011,0.8671980859787476,0.4715447154471545,-0.5890730225738476,2.4334400470349546,0.8921341405732665,1.378684541435392,12,39,1.900771064792917,1.3248451793010336,0.45121951219512196,-0.09883338680646041,6.047779947915668,History of MI
ECG Dataset\History of MI\PMI_(88).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(88)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(88).csv,12_leads,124,12,success,0.7563735691987508,0.9666240182800759,15,50,0.9343619927159208,0.5648944069973703,0.25609756097560976,-1.1508008191488646,1.5618753409562744,0.9495317377731535,1.4772379801331847,15,60,2.182232049947972,0.9574271077563381,0.4349593495934959,-0.54293400653391,3.498885795891713,1.7112382934443302,3.1153049401185684,11,44,9.705124869927158,2.252370025485892,0.8536585365853658,-2.7718585549565167,7.865718412814747,1.0381113423517168,1.5705114592056812,14,51,2.466506243496358,0.8064778385455118,0.45528455284552843,-1.367570339549024,1.986479432700543,1.424622788761707,1.9627241350166607,21,51,3.8522860301768995,1.4993223401506417,0.7560975609756098,0.6267563396113055,0.5968284814900593,0.6710457856399582,1.0139826280717128,16,52,1.0281607700312176,0.6439209162167846,0.35772357723577236,-1.2228584564048859,1.830363844988839,2.386836628511967,4.89652788226198,19,61,23.975985301768993,3.7171323854191294,1.5365853658536586,-3.330090538109854,12.453191778204122,1.032453173777315,1.6560116182287596,17,63,2.7423744797086353,1.5401140280875942,0.6300813008130082,2.3947854003583204,6.524464041610823,1.2198231009365252,1.6239690958727124,19,44,2.6372756243496367,1.1713032141645456,0.6138211382113821,1.4793150625866465,1.1123738733344029,1.2752341311134243,1.7009821488044805,21,51,2.8933402705515086,1.4650397480664592,0.7479674796747967,1.367233101842666,1.6718168936754534,1.6035379812695099,2.7710972969075267,12,48,7.678980228928201,1.6940834392635422,0.8048780487804879,-1.7941438402869816,4.151581145316152,1.1125130072840803,1.94307985250617,13,43,3.775559313215401,1.6802293687789525,0.6219512195121951,2.845613006986453,7.841226511119016,History of MI
ECG Dataset\History of MI\PMI_(89).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(89)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(89).csv,12_leads,124,12,success,0.9751560874089497,1.607182394670827,17,59,2.5830352497398543,1.5688792540604066,0.6219512195121951,2.663442959182761,9.058409419872621,1.0083246618106139,1.53370050950686,16,50,2.3522372528616025,1.3494955395932635,0.5772357723577236,0.025113438175665498,3.3330156754286984,0.8535379812695101,1.27324893528197,15,50,1.6211628511966705,1.0151294522759395,0.45121951219512196,-0.711397560120532,2.5320663790428357,1.3206078737426283,2.5318892879487533,9,42,6.410463366429647,2.2692641143322665,0.8577235772357723,-2.293218217154577,11.304192610787368,0.8223204994797084,1.1483018611898488,22,49,1.3185971644120706,1.0791821655037963,0.483739837398374,-0.2414116557134665,1.4365412215133153,0.7977367325702395,1.2440480043168531,21,61,1.547655437044745,1.2607263360098984,0.5121951219512195,2.368944616561903,7.36830816162321,0.8972424557752336,1.7890143432905954,12,43,3.200572320499479,1.519520677526599,0.5934959349593496,-3.3264969639825357,14.11228547373566,1.0970343392299682,2.0475473118389687,14,43,4.192449994218986,2.1081851067789192,0.8048780487804879,0.2927864706739066,12.491538496981336,0.5638007284079071,1.040314766162198,12,41,1.082254812695109,0.9039209980588498,0.36585365853658536,-2.998260945264307,11.410651838626729,0.6866870447450573,0.8972499064591754,11,34,0.805057394640999,0.6521540293893617,0.3008130081300813,0.34323320591454537,1.50344156163629,1.9858870967741935,3.7986760214749866,10,40,14.429939516129032,3.3453037097652443,1.2764227642276422,-3.811581602751913,19.066221740286483,0.985150017343045,1.587157306994644,14,48,2.519068317146491,1.5822096997159822,0.6300813008130082,0.17813735278771564,9.216092447717205,History of MI
ECG Dataset\History of MI\PMI_(9).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(9)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(9).csv,12_leads,124,12,success,0.6830486183373796,1.0652432673094283,12,33,1.1347432185480661,1.0066774947520327,0.3252032520325203,2.353485925189799,7.176045502521809,0.8713934348689812,1.4753336421924006,11,39,2.176609355784694,0.8280691081628211,0.2967479674796748,0.6221958748745708,5.785086151563322,0.5825590902333888,0.6914563539974938,14,33,0.47811188948350747,0.3666348193430165,0.17886178861788618,-0.40089238292060225,-0.5431124308351012,1.4131113423517176,2.103344321127122,12,38,4.424057333217715,1.616312508353891,0.7398373983739838,-0.47039990214329225,5.913985631806289,0.892559833506762,1.5578090353553464,10,35,2.4267689906347547,1.199593427059311,0.42276422764227645,2.5575116507627116,7.732661441388194,0.5166293124149526,0.6486018294968084,14,39,0.42068433322660703,0.5024953367715697,0.1991869918699187,0.14562978681871513,1.039283573960346,1.0848074921956292,1.6572945822660405,11,33,2.746625332408371,1.699274514414535,0.5934959349593496,1.4400403624075784,8.02687418586702,1.5492542490461323,1.9580427235092508,12,38,3.8339313070875236,1.3094921334992726,0.5650406504065041,-0.05120584594795563,2.011612317265416,0.7690327171451314,1.0345325059987474,12,46,1.0702575059680481,0.5390091339531599,0.23577235772357724,1.0394051645438975,1.510514591181753,0.6902315296566077,1.1016480299505196,11,43,1.2136283818938607,0.8140034557766079,0.3333333333333333,2.3442329102608683,7.879860107101242,1.8337018730489074,3.012378053493938,11,49,9.074421537171927,2.5179571880959397,0.943089430894309,2.3475453241759703,12.112351394514059,1.1857440166493252,2.0385150556745506,7,47,4.155543632211816,1.8513526879197681,0.6056910569105691,2.975798343755683,13.544904501270597,History of MI
ECG Dataset\History of MI\PMI_(90).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(90)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(90).csv,12_leads,124,12,success,0.8876170655567124,1.118208486160954,21,51,1.2503902185223723,0.7637626158259734,0.46747967479674796,1.2160043455406608,0.4928550248837884,0.7613163371488035,0.9920010468760211,25,65,0.9840660770031218,0.9627197246824659,0.5121951219512195,-0.3020347749112584,1.2197242751570965,2.0303069719042672,2.5283383470347416,17,51,6.3924947970863695,1.9989834815099383,1.016260162601626,-1.498233030320727,1.5865057568469876,2.0547606659729456,3.711133896235171,19,58,13.772514795785645,3.1460066312036337,1.4065040650406504,-3.0991720350644605,11.577230822290725,0.7579344432882424,1.129636934850558,17,51,1.2760796045785638,1.0866896102121752,0.5,2.342191024548998,5.399142489797377,0.9131113423517171,1.2379229272363104,12,58,1.5324531737773153,0.7421677762676585,0.4349593495934959,0.7137853629210761,0.44896696220018617,1.722587148803329,3.2567392211857866,17,61,10.606350354809804,3.199921662320259,1.2967479674796747,-4.536533133643204,28.73740296889963,1.4650104058272633,2.2972797275739327,24,59,5.277494146722165,2.1165242254101337,1.048780487804878,0.35754731537370005,3.379723608317886,0.9823100936524443,1.49780884011948,13,51,2.243431321540062,1.0573013661495896,0.5934959349593496,0.4264153204295656,1.343556408630179,0.9188995837669094,1.298831570886594,16,71,1.686963449531738,1.0829423935012779,0.532520325203252,1.526253840139764,2.2703843168424234,1.9714490114464103,3.3764202651968622,19,60,11.400213807232047,3.4876378662611836,1.6219512195121952,-3.2639200478037327,13.422765735686497,1.524258584807493,2.255452838745331,18,71,5.08706750780437,1.733810128294217,0.7357723577235772,1.984660220264679,3.7023128432600814,History of MI
ECG Dataset\History of MI\PMI_(91).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(91)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(91).csv,12_leads,124,12,success,0.726912070759625,0.8774596682574248,11,44,0.76993546941843,0.5366007635139872,0.27235772357723576,0.22338593806752324,-0.02433458823815604,0.860952133194589,1.222945013132276,13,41,1.4955945051451034,0.9028710604297369,0.3983739837398374,-1.1593532211657773,3.3622218851441676,1.665972944849114,3.084716951043339,8,47,9.51547866805411,2.029758285901795,0.8008130081300813,-2.8987612925848842,8.219534225776115,0.8709677419354839,1.2741616472119253,15,53,1.6234879032258065,0.6656496307324965,0.3983739837398374,-1.0140531883624926,1.6468233103524188,1.3738293444328813,1.8602305922652664,12,45,3.460457856399585,1.3866377420372908,0.6341463414634146,1.8980791337579497,2.9246248643717303,0.841571279916754,1.1067501713247516,14,68,1.2248959417273673,0.6548753993072928,0.3943089430894309,-0.9248978985941081,1.2709364013750628,2.148803329864724,3.823998903224561,16,58,14.622967611862643,2.386019578900037,1.0284552845528456,-2.3666563038602098,5.7590979126363315,0.7235952133194589,1.0108992401190424,21,59,1.0219172736732574,1.0630528212713648,0.45528455284552843,1.1592059882222083,2.9468017344415873,1.4646201873048903,1.9115199943672483,12,41,3.6539086888657644,1.1043152607484654,0.5894308943089431,1.2407515178535158,0.40128674131885145,1.389568158168576,1.8429272159271497,14,56,3.396380723204996,1.3113017178063755,0.7154471544715447,1.5921002125122714,1.678992635616222,1.4642299687825184,2.670009543529577,10,35,7.1289509625390215,1.4822801596003083,0.6626016260162602,-1.9661644581484294,4.5408225812961565,1.0922866805411038,2.063235962723898,10,37,4.256942637877211,1.7261734550003853,0.5691056910569106,3.363052753663356,10.748828197675252,History of MI
ECG Dataset\History of MI\PMI_(92).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(92)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(92).csv,12_leads,124,12,success,0.658168574401665,0.9006660155640889,19,57,0.8111992715920914,0.5539950984491568,0.3130081300813008,0.8616808632457625,2.4203898668538466,1.0645486472424566,1.4959854033389237,14,52,2.237972327003122,1.0133759886187077,0.5040650406504065,1.5090274831146924,2.187911592710372,1.981789802289283,3.312091963363535,14,50,10.969953173777313,2.004567954180359,0.8983739837398373,-2.256378581617965,5.839507125369243,4.776242195629551,8.211770767795455,8,51,67.43317914281997,4.8819915468397355,2.138211382113821,-2.6137932599040323,6.5309946709447075,1.547866805411031,2.910776471495798,12,52,8.47261966701353,2.2721359171529025,0.9349593495934959,-2.9851932333082614,8.50550146666184,1.4173387096774193,2.399281646525651,9,48,5.756552419354839,1.6583123951777,0.6788617886178862,2.5298428927731837,5.601857756900012,3.3165972944849123,6.050971222170014,11,55,36.61425273152966,4.050745188896218,1.6788617886178863,-2.974261675269909,8.805636513585982,2.28863163371488,5.016874490816737,26,59,25.169029656607695,8.455406698617423,2.7601626016260163,0.8915273558916142,10.25255377305296,1.813735691987511,3.4406669972632034,10,56,11.83818938605619,2.648822410544283,1.048780487804878,-3.0207829476531964,8.467019519637521,2.039412070759625,3.4532800465825053,9,53,11.925143080124869,2.5411251588953134,1.0365853658536586,-2.6090307365268557,5.778082728118054,5.005983350676377,8.843731889623717,11,58,78.21159373554748,5.406854778037404,2.491869918699187,-2.744897568314104,7.763790187752788,2.1719562955254954,3.7849137797972987,10,48,14.325572320499477,2.49226445503304,0.959349593495935,-2.808605804379189,6.966334478309786,History of MI
ECG Dataset\History of MI\PMI_(93).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(93)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(93).csv,12_leads,124,12,success,0.9758064516129032,1.3421545261676773,18,63,1.8013787721123828,1.028061559005924,0.4634146341463415,1.2295621406668003,1.5518258756138037,1.175533298647242,1.5071100567659266,18,62,2.271380723204995,1.2751534261266766,0.6747967479674797,-0.7149400113309323,1.1592937558453595,1.2077913631633714,1.7803914835078678,15,64,3.169793834547346,1.3442137363922788,0.6382113821138211,-0.9625333398302691,3.7963082362662,2.4665062434963563,3.4503001677243303,13,56,11.904571247398543,3.3011146183641116,1.3495934959349594,0.534180107202661,2.4675957141442924,1.1573881373569201,1.476577447117525,13,57,2.180280957336108,1.2055090346075077,0.532520325203252,1.312301839988496,1.2607247906964423,0.539281997918835,0.7109020774957132,19,60,0.5053817637877211,0.563092506371473,0.2926829268292683,0.7138480773581729,0.797265015475205,2.5739789281997916,4.156553532961236,19,57,17.276937272372532,3.7693942926328807,1.8008130081300813,-2.2621818620651957,7.35551989143846,2.3121748178980224,3.3861893945886985,13,56,11.466278616024972,2.766304217614224,1.1382113821138211,1.8465671451541976,3.46709511478669,0.49928459937565123,0.6582715321123906,18,69,0.43332140998959423,0.40575133560034454,0.23983739837398374,0.06573808185874999,-0.2618484449817262,0.7749739854318412,0.9890464090059343,20,66,0.9782127991675338,0.9499679070317291,0.4878048780487805,0.9695668599967551,0.19142258859845507,4.395161290322581,5.468265271367485,16,49,29.901925078043707,4.2092136646643095,2.296747967479675,-0.5685284809222024,1.2052731876413896,1.6834677419354844,2.5824936675980803,13,57,6.669273543184183,1.5295198247518542,0.6382113821138211,2.5149410963375565,6.078469512581437,History of MI
ECG Dataset\History of MI\PMI_(94).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(94)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(94).csv,12_leads,124,12,success,0.9758064516129032,1.3421545261676773,18,63,1.8013787721123828,1.028061559005924,0.4634146341463415,1.2295621406668003,1.5518258756138037,1.175533298647242,1.5071100567659266,18,62,2.271380723204995,1.2751534261266766,0.6747967479674797,-0.7149400113309323,1.1592937558453595,1.2077913631633714,1.7803914835078678,15,64,3.169793834547346,1.3442137363922788,0.6382113821138211,-0.9625333398302691,3.7963082362662,2.4665062434963563,3.4503001677243303,13,56,11.904571247398543,3.3011146183641116,1.3495934959349594,0.534180107202661,2.4675957141442924,1.1573881373569201,1.476577447117525,13,57,2.180280957336108,1.2055090346075077,0.532520325203252,1.312301839988496,1.2607247906964423,0.539281997918835,0.7109020774957132,19,60,0.5053817637877211,0.563092506371473,0.2926829268292683,0.7138480773581729,0.797265015475205,2.5739789281997916,4.156553532961236,19,57,17.276937272372532,3.7693942926328807,1.8008130081300813,-2.2621818620651957,7.35551989143846,2.3121748178980224,3.3861893945886985,13,56,11.466278616024972,2.766304217614224,1.1382113821138211,1.8465671451541976,3.46709511478669,0.49928459937565123,0.6582715321123906,18,69,0.43332140998959423,0.40575133560034454,0.23983739837398374,0.06573808185874999,-0.2618484449817262,0.7749739854318412,0.9890464090059343,20,66,0.9782127991675338,0.9499679070317291,0.4878048780487805,0.9695668599967551,0.19142258859845507,4.395161290322581,5.468265271367485,16,49,29.901925078043707,4.2092136646643095,2.296747967479675,-0.5685284809222024,1.2052731876413896,1.6834677419354844,2.5824936675980803,13,57,6.669273543184183,1.5295198247518542,0.6382113821138211,2.5149410963375565,6.078469512581437,History of MI
ECG Dataset\History of MI\PMI_(95).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(95)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(95).csv,12_leads,124,12,success,0.6830486183373796,1.0652432673094283,12,33,1.1347432185480661,1.0066774947520327,0.3252032520325203,2.353485925189799,7.176045502521809,0.8713934348689812,1.4753336421924006,11,39,2.176609355784694,0.8280691081628211,0.2967479674796748,0.6221958748745708,5.785086151563322,0.5825590902333888,0.6914563539974938,14,33,0.47811188948350747,0.3666348193430165,0.17886178861788618,-0.40089238292060225,-0.5431124308351012,1.4131113423517176,2.103344321127122,12,38,4.424057333217715,1.616312508353891,0.7398373983739838,-0.47039990214329225,5.913985631806289,0.892559833506762,1.5578090353553464,10,35,2.4267689906347547,1.199593427059311,0.42276422764227645,2.5575116507627116,7.732661441388194,0.5166293124149526,0.6486018294968084,14,39,0.42068433322660703,0.5024953367715697,0.1991869918699187,0.14562978681871513,1.039283573960346,1.0848074921956292,1.6572945822660405,11,33,2.746625332408371,1.699274514414535,0.5934959349593496,1.4400403624075784,8.02687418586702,1.5492542490461323,1.9580427235092508,12,38,3.8339313070875236,1.3094921334992726,0.5650406504065041,-0.05120584594795563,2.011612317265416,0.7690327171451314,1.0345325059987474,12,46,1.0702575059680481,0.5390091339531599,0.23577235772357724,1.0394051645438975,1.510514591181753,0.6902315296566077,1.1016480299505196,11,43,1.2136283818938607,0.8140034557766079,0.3333333333333333,2.3442329102608683,7.879860107101242,1.8337018730489074,3.012378053493938,11,49,9.074421537171927,2.5179571880959397,0.943089430894309,2.3475453241759703,12.112351394514059,1.1857440166493252,2.0385150556745506,7,47,4.155543632211816,1.8513526879197681,0.6056910569105691,2.975798343755683,13.544904501270597,History of MI
ECG Dataset\History of MI\PMI_(96).png,final_check_output\npz_data\12_leads_data\History of MI\PMI_(96)_12leads.npz,final_check_output\csv_data\12_leads_csv\History of MI\PMI_(96).csv,12_leads,124,12,success,0.818505029483177,1.5569361280890042,17,33,2.42405010694878,1.4682733254627975,0.5040650406504065,3.189141588671794,11.663373348891932,1.245317377731529,1.9313800579377929,14,56,3.7302289281997925,1.5387937414942225,0.6951219512195121,-2.3261714667621276,6.39901599421354,2.798484651404786,3.849800894719132,8,57,14.820966928980228,2.504264655226087,1.032520325203252,-1.782639761213232,3.908478515425492,1.7319849115504686,2.3093083763107654,14,56,5.3329051768990645,1.3043080587787235,0.6626016260162602,0.47556304466066324,0.05068549078991724,2.010665972944848,2.7685144421586836,14,52,7.664672216441206,1.9480029381791168,0.9878048780487805,1.7729808346508937,2.70338707503349,0.8110041623309056,1.1854221511254006,16,48,1.4052256763787723,1.0191260403791387,0.5,-0.16573041368222988,1.5571262702718256,2.6666883454734656,3.99122010126254,11,52,15.929837896722164,2.5107492484551073,1.1951219512195121,-1.2878193435018288,2.5229496810796874,1.4901234346406391,2.5034915873833734,6,42,6.267470128099323,2.2527589539055124,0.7276422764227642,2.9466754282016256,9.90767692559444,1.5237382934443293,2.009096606123442,14,51,4.036469172736734,1.2029773362556402,0.6504065040650406,1.3392833527000827,0.7498389342028311,1.7721774193548387,2.3543242643984885,14,54,5.542842741935484,1.5643383494451306,0.8536585365853658,1.5081108539693606,1.5920772294913341,2.228798126951092,3.2809302220175574,15,47,10.76450312174818,1.9422558337091527,1.0,-0.5659420894771278,1.1608710752152884,1.65270551508845,2.7255797767937393,12,52,7.428785119667013,2.2072496957780277,0.8252032520325203,2.906859703150656,9.32957935695854,History of MI
