original_image,npz_path,csv_path,data_type,num_samples,status,MAV,RMS,ZC,SSC,VAR,DASDV,AAC,Skew,Kurt,class
ECG Dataset\Abnormal heartbeat\HB_(54).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(54)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(54).csv,extended_lead_II,510,success,2.9577662437524017,4.302152591037485,85,235,18.50851691657055,3.5003508103728405,1.7976424361493124,1.6728177658465506,1.8949714900386452,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(55).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(55)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(55).csv,extended_lead_II,510,success,1.7805767012687435,2.681160869158221,103,223,7.188623606305269,2.3224791983393644,1.149312377210216,2.238469618849045,5.1202640681573275,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(56).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(56)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(56).csv,extended_lead_II,510,success,1.7805767012687435,2.681160869158221,103,223,7.188623606305269,2.3224791983393644,1.149312377210216,2.238469618849045,5.1202640681573275,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(57).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(57)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(57).csv,extended_lead_II,510,success,1.9191080353710115,2.779500811244315,65,240,7.725624759707807,1.8263246397033104,0.8889980353634578,1.9183635197143738,2.980020691294529,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(58).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(58)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(58).csv,extended_lead_II,510,success,1.9116416762783544,2.4591815732060445,83,206,6.047574009996155,1.5277395760340655,0.9685658153241651,0.4021048176268086,0.6158415882068393,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(59).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(59)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(59).csv,extended_lead_II,510,success,2.9180430603614003,4.5118943364902115,46,233,20.35719050365244,2.835884286366098,1.37524557956778,1.9807960841565742,4.135076229894925,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(6).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(6)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(6).csv,extended_lead_II,510,success,1.3843137254901958,1.99106037448402,64,222,3.9643214148404464,1.4593375249707723,0.6424361493123772,-1.5523725396089012,3.1364705921491955,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(60).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(60)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(60).csv,extended_lead_II,510,success,1.9718108419838525,3.0090742340026804,68,269,9.054527745738818,2.9097143260241327,1.0579567779960708,2.8152766612318647,18.067928520855244,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(61).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(61)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(61).csv,extended_lead_II,510,success,7.1666897347174165,8.273826986044725,56,93,68.45621299500192,3.2180116864525807,2.6168958742632613,-0.38296500838240616,-1.2054770800037042,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(62).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(62)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(62).csv,extended_lead_II,510,success,1.6101422529796232,1.8908010991684678,102,201,3.5751287966166863,1.3781554256360986,0.8889980353634578,0.36554561404959524,-0.7682216407841502,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(63).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(63)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(63).csv,extended_lead_II,510,success,2.8474625144175314,3.5289440049511605,58,192,12.453445790080739,1.7692250198669979,1.1542239685658153,0.6679548348169765,-0.05952057600154825,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(64).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(64)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(64).csv,extended_lead_II,510,success,1.4702114571318725,2.0179833558031017,94,257,4.072256824298347,1.9110885201956438,0.9410609037328095,1.568828574269513,3.059320115528055,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(65).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(65)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(65).csv,extended_lead_II,510,success,2.1831526336024605,2.7274791726880583,91,210,7.4391426374471346,2.197962979071164,1.2259332023575638,1.1418776309359548,0.3345574087434926,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(66).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(66)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(66).csv,extended_lead_II,510,success,2.196851211072664,3.2919228507611353,65,248,10.83675605536332,2.3081601208361753,1.1404715127701375,2.085335375389414,3.5679340364238543,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(67).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(67)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(67).csv,extended_lead_II,510,success,2.3911764705882352,3.8177539336682265,50,248,14.575245098039217,2.499607041808324,1.1385068762278978,2.334625947141719,4.782462979172947,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(68).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(68)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(68).csv,extended_lead_II,510,success,1.7800499807766237,2.990155737432796,68,190,8.941031334102268,2.747565452096818,1.12573673870334,3.7021547495226694,18.624614832982417,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(69).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(69)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(69).csv,extended_lead_II,510,success,1.2826989619377163,2.249780202002877,76,219,5.061510957324106,1.8345087617279405,0.8428290766208252,-2.091080078029703,5.697223275544127,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(7).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(7)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(7).csv,extended_lead_II,510,success,1.0362648981161087,2.0725651739095023,67,222,4.295526400102527,2.529192687717655,0.6944990176817288,9.766682862243222,155.80251161459475,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(70).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(70)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(70).csv,extended_lead_II,510,success,1.3904267589388697,1.740436603096012,84,215,3.0291195693963853,1.2983289849809447,0.7779960707269156,0.6172343127642723,-0.11545751382453373,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(71).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(71)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(71).csv,extended_lead_II,510,success,2.122595155709342,3.0022836688076686,54,250,9.013707227989235,1.8471823176759716,0.8791748526522594,0.7888352620132373,1.7912306627209968,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(72).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(72)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(72).csv,extended_lead_II,510,success,2.620830449826991,3.9418231836973647,61,211,15.537970011534027,2.585758943207431,1.2269155206286837,2.1584219409996495,4.175852118947667,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(73).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(73)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(73).csv,extended_lead_II,510,success,2.424313725490195,3.245040133361686,63,206,10.530285467128028,2.09464186866318,1.238703339882122,0.7838937935305278,0.6160223444826287,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(74).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(74)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(74).csv,extended_lead_II,510,success,1.192272202998846,1.775353498922426,75,254,3.1518800461361023,1.397443638572321,0.6286836935166994,1.9204789727650478,5.316933655417715,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(75).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(75)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(75).csv,extended_lead_II,510,success,1.7908496732026145,2.4953813545378516,63,185,6.226928104575163,1.6191996373575621,0.899803536345776,0.9500776459427188,1.7055627125389767,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(76).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(76)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(76).csv,extended_lead_II,510,success,1.441453287197232,1.9105667438180802,99,216,3.650265282583622,1.7202423642465403,0.9223968565815324,1.2032820439194576,1.8433758132155464,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(77).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(77)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(77).csv,extended_lead_II,510,success,1.1140215301806995,1.442586012046775,72,247,2.081054402153018,1.0068527478214866,0.5225933202357563,-0.1872006035750448,0.4693541029761059,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(78).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(78)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(78).csv,extended_lead_II,510,success,1.35398308342945,1.6725734430324914,68,226,2.797501922337563,1.0321454185479242,0.6139489194499018,0.09290329764615424,-0.3277399483659509,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(79).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(79)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(79).csv,extended_lead_II,510,success,1.6480276816608983,2.3326990817006408,66,216,5.441485005767012,1.575849164543029,0.7996070726915521,1.653212954438202,2.1478520600162696,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(8).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(8)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(8).csv,extended_lead_II,510,success,1.250319108035371,1.6458457250639458,64,253,2.708808150711265,1.2949198001426852,0.6483300589390962,0.49565278614677916,1.7306976192375743,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(80).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(80)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(80).csv,extended_lead_II,510,success,1.8418223760092267,2.6010616898966874,64,226,6.765521914648212,1.6452288582658423,0.8339882121807466,0.9778566489601231,1.8336412924272123,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(81).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(81)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(81).csv,extended_lead_II,510,success,2.060718954248366,2.6194252974438665,50,209,6.861388888888889,1.1645129339260012,0.8300589390962672,-0.22499099390564226,0.2533905023027967,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(82).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(82)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(82).csv,extended_lead_II,510,success,1.7104152249134947,2.2600582562844056,76,253,5.107863321799309,1.5238767643504867,0.8428290766208252,-0.3492190602598451,1.4809269921626385,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(83).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(83)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(83).csv,extended_lead_II,510,success,1.7104152249134947,2.2600582562844056,76,253,5.107863321799309,1.5238767643504867,0.8428290766208252,-0.3492190602598451,1.4809269921626385,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(84).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(84)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(84).csv,extended_lead_II,510,success,1.8451441753171856,2.643155437186545,88,252,6.986270665128797,2.589270592346989,1.2396856581532416,0.6791467071136227,1.9886241251484318,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(85).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(85)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(85).csv,extended_lead_II,510,success,2.0092733564013843,2.7709920192005053,111,222,7.678396770472895,2.4937052382597598,1.3546168958742633,1.4334062236408378,2.425787948892883,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(86).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(86)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(86).csv,extended_lead_II,510,success,2.761449442522107,3.6048688987269486,63,217,12.995079777008844,2.000491098841042,1.1414538310412574,0.845345349974497,0.572282224444828,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(87).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(87)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(87).csv,extended_lead_II,510,success,1.8459284890426753,2.3865121443859882,84,245,5.695440215301807,2.1227090967974673,1.1100196463654224,1.2024066998297984,0.8443476121035651,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(88).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(88)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(88).csv,extended_lead_II,510,success,1.5231295655517108,2.3407611629535254,89,215,5.479162821991541,2.427838706721395,1.0776031434184676,2.2807838338002275,7.117514472970392,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(89).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(89)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(89).csv,extended_lead_II,510,success,1.8403114186851206,2.580585285400371,82,253,6.659420415224914,2.109013307599231,0.9823182711198428,1.4472802949957502,3.0886437979367765,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(9).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(9)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(9).csv,extended_lead_II,510,success,3.150868896578239,5.54298492268682,37,220,30.724681853133408,4.098432783029844,1.6424361493123771,-2.1143045379971803,7.475290839415241,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(90).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(90)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(90).csv,extended_lead_II,510,success,3.2331334102268348,4.733981189520056,62,246,22.410577902729717,3.7021007682438665,1.7416502946954813,1.2836718922321717,2.87313517344501,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(91).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(91)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(91).csv,extended_lead_II,510,success,2.72317570165321,3.9704207178412245,78,208,15.764240676662821,2.9451435167047824,1.4518664047151277,1.6512444276754723,3.204216852779224,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(92).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(92)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(92).csv,extended_lead_II,510,success,1.7725836216839668,2.486924862365085,87,205,6.184795271049596,1.4677274844349735,0.9724950884086444,-1.098022079388092,0.8294763719291325,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(93).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(93)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(93).csv,extended_lead_II,510,success,1.4522875816993461,2.364675803795307,86,248,5.591691657054978,2.0392754597615927,0.918467583497053,2.4710670172190627,5.999260434747848,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(94).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(94)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(94).csv,extended_lead_II,510,success,3.202664359861592,4.109181423631517,80,202,16.885371972318342,2.6204762685937952,1.5903732809430255,-1.0601531883519,0.11885754669386683,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(95).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(95)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(95).csv,extended_lead_II,510,success,3.202664359861592,4.109181423631517,80,202,16.885371972318342,2.6204762685937952,1.5903732809430255,-1.0601531883519,0.11885754669386683,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(96).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(96)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(96).csv,extended_lead_II,510,success,1.0934948096885815,1.374223068746808,98,240,1.8884890426758936,1.22714869092002,0.6797642436149313,-0.025338104954067135,0.10368803732687493,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(97).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(97)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(97).csv,extended_lead_II,510,success,1.2696193771626298,1.9545843154525198,72,243,3.8203998462129944,1.7354503217474817,0.787819253438114,2.0511817185979355,5.553183494519908,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(98).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(98)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(98).csv,extended_lead_II,510,success,1.1890734332948867,1.7598869388906253,76,243,3.0972020376778167,1.5418204227827634,0.730844793713163,1.6901135507765,3.7310176010918568,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(99).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(99)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(99).csv,extended_lead_II,510,success,1.4823375624759716,2.3347820514962923,47,272,5.451207227989236,1.434215625254777,0.7210216110019646,-2.0400933932234477,3.583588525085357,Abnormal heartbeat
ECG Dataset\History of MI\PMI_(1).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(1)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(1).csv,extended_lead_II,510,success,1.4820530565167243,1.9906391642167893,45,176,3.9626442821137164,1.2073322524753813,0.5677799607072691,-1.0979342605622457,1.4039923970234387,History of MI
ECG Dataset\History of MI\PMI_(10).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(10)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(10).csv,extended_lead_II,510,success,1.552341407151096,2.089893707666149,60,195,4.367655709342561,1.1893436468962928,0.6542239685658153,0.6808099171037107,0.42233474995135767,History of MI
ECG Dataset\History of MI\PMI_(100).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(100)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(100).csv,extended_lead_II,510,success,0.6321530180699726,1.0784680623586484,43,109,1.1630933615276176,1.184227241715699,0.3742632612966601,-0.9674063317913048,7.970772525514269,History of MI
ECG Dataset\History of MI\PMI_(101).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(101)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(101).csv,extended_lead_II,510,success,0.7492003075740099,1.041483374877438,68,202,1.0846876201460978,0.5954971837668616,0.29469548133595286,1.1566610525511847,2.1323094503719284,History of MI
ECG Dataset\History of MI\PMI_(102).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(102)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(102).csv,extended_lead_II,510,success,1.1225682429834676,1.6872944931609561,73,237,2.846962706651288,1.5936699438655275,0.7298624754420432,1.6562947233047527,4.603700387827228,History of MI
ECG Dataset\History of MI\PMI_(103).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(103)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(103).csv,extended_lead_II,510,success,1.1225682429834676,1.6872944931609561,73,237,2.846962706651288,1.5936699438655275,0.7298624754420432,1.6562947233047527,4.603700387827228,History of MI
ECG Dataset\History of MI\PMI_(104).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(104)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(104).csv,extended_lead_II,510,success,1.2520953479430996,2.0202654554718436,51,230,4.081472510572857,1.3770858442366098,0.5962671905697446,2.6166992296775153,7.203718752068678,History of MI
ECG Dataset\History of MI\PMI_(105).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(105)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(105).csv,extended_lead_II,510,success,1.9676124567474056,2.8756784215351767,81,220,8.269526384083045,2.572857798151472,1.1925343811394893,2.2393696187048113,5.653678596876119,History of MI
ECG Dataset\History of MI\PMI_(106).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(106)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(106).csv,extended_lead_II,510,success,1.4335058943363446,2.3864778179470245,59,170,5.695276375553193,1.9026154714755907,0.6954813359528488,2.925323774088288,9.578534769323008,History of MI
ECG Dataset\History of MI\PMI_(107).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(107)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(107).csv,extended_lead_II,510,success,0.9025990003844675,1.1184706287970811,75,229,1.2509765474817376,0.584256449869529,0.4017681728880157,0.4865556373347329,-0.22967802719827812,History of MI
ECG Dataset\History of MI\PMI_(108).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(108)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(108).csv,extended_lead_II,510,success,0.8909496347558631,1.1123891630785352,83,225,1.2374096501345637,0.6061246022055377,0.4106090373280943,0.566711378267195,-0.07407604116642208,History of MI
ECG Dataset\History of MI\PMI_(109).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(109)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(109).csv,extended_lead_II,510,success,1.0662745098039217,2.573278979411745,64,265,6.621764705882352,3.423023858800503,0.6326129666011788,11.433531596848647,161.149003785502,History of MI
ECG Dataset\History of MI\PMI_(11).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(11)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(11).csv,extended_lead_II,510,success,0.7335640138408305,1.1122353501163513,61,237,1.237067474048443,0.6548144205374614,0.3388998035363458,-1.3901073397748558,2.89526545298159,History of MI
ECG Dataset\History of MI\PMI_(110).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(110)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(110).csv,extended_lead_II,510,success,0.9653979238754324,1.3675627214139587,44,214,1.8702277970011538,1.0741195508090593,0.4724950884086444,-1.7835958298075378,4.9258036978567805,History of MI
ECG Dataset\History of MI\PMI_(111).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(111)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(111).csv,extended_lead_II,510,success,1.062691272587467,1.4463040701330243,36,208,2.091795463283352,1.0102616906987598,0.4361493123772102,-1.7520994141264548,3.7064881430233383,History of MI
ECG Dataset\History of MI\PMI_(112).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(112)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(112).csv,extended_lead_II,510,success,0.6264898116109182,0.8697244434064562,90,237,0.7564206074586698,0.7502455393747236,0.38703339882121807,0.33890445158870247,0.45651972226289805,History of MI
ECG Dataset\History of MI\PMI_(113).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(113)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(113).csv,extended_lead_II,510,success,0.8329757785467127,1.0351571693439294,57,224,1.0715503652441367,0.793205429036047,0.39587426326129665,-0.5246629146987101,0.8129648699272982,History of MI
ECG Dataset\History of MI\PMI_(114).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(114)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(114).csv,extended_lead_II,510,success,1.2009688581314883,1.617408182006107,68,202,2.6160092272202995,1.203302593544387,0.5854616895874263,1.685571903695247,3.803742688340292,History of MI
ECG Dataset\History of MI\PMI_(115).png,final_check_output\npz_data\extended_lead_II_data\History of MI\PMI_(115)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\History of MI\PMI_(115).csv,extended_lead_II,510,success,0.9091503267973862,1.42000624081457,70,158,2.016417723952326,1.109877070663361,0.4538310412573674,2.293446979706082,6.518839954903337,History of MI
